no_correlativo,year,dia,mes,departamento,origen,destino,hora_ingreso,hora_egreso,no_vuelo,operador,tipo_operacion,fecha,borrar,tipo_aeronave,puerta,matricula
9733,2022,23,4,TALLER,GUA,DFW,,06:00:00,1489,AMERICAN,DESPACHO,2022-04-05T00:00:00.0000000,False,,,
9734,2022,30,4,TALLER,GUA,DFW,,06:00:00,1489,AMERICAN,DESPACHO,2022-04-05T00:00:00.0000000,False,,,
9735,2022,10,4,TALLER,GUA,DFW,,06:00:00,1489,AMERICAN,DESPACHO,2022-04-05T00:00:00.0000000,False,,,
9736,2022,17,4,TALLER,GUA,DFW,,06:00:00,1489,AMERICAN,DESPACHO,2022-04-05T00:00:00.0000000,False,,,
9737,2022,24,4,TALLER,GUA,DFW,,06:00:00,1489,AMERICAN,DESPACHO,2022-04-05T00:00:00.0000000,False,,,
9738,2022,11,4,TALLER,GUA,DFW,,06:00:00,1489,AMERICAN,DESPACHO,2022-04-05T00:00:00.0000000,False,,,
9739,2022,18,4,TALLER,GUA,DFW,,06:00:00,1489,AMERICAN,DESPACHO,2022-04-05T00:00:00.0000000,False,,,
9740,2022,25,4,TALLER,GUA,DFW,,06:00:00,1489,AMERICAN,DESPACHO,2022-04-05T00:00:00.0000000,False,,,
9741,2022,4,4,CCO,HMO,MEX,09:00:00,10:00:00,B737-300,INTEGRITY AVIATION SYSTEM,TRANSITO,2022-04-05T00:00:00.0000000,False,,,
9742,2022,4,4,MANTO,HMO,MEX,09:00:00,10:00:00,B737-300,INTEGRITY AVIATION SYSTEM,TRANSITO,2022-04-05T00:00:00.0000000,False,,,
9743,2022,4,4,PXS,HMO,MEX,09:00:00,10:00:00,B737-300,INTEGRITY AVIATION SYSTEM,TRANSITO,2022-04-05T00:00:00.0000000,False,,,
9744,2022,4,4,SAP,HMO,MEX,09:00:00,10:00:00,B737-300,INTEGRITY AVIATION SYSTEM,TRANSITO,2022-04-05T00:00:00.0000000,False,,,
9745,2022,4,4,SEC,HMO,MEX,09:00:00,10:00:00,B737-300,INTEGRITY AVIATION SYSTEM,TRANSITO,2022-04-05T00:00:00.0000000,False,,,
9746,2022,4,4,TALLER,HMO,MEX,09:00:00,10:00:00,B737-300,INTEGRITY AVIATION SYSTEM,TRANSITO,2022-04-05T00:00:00.0000000,False,,,
9749,2022,4,4,CGO,GUA,USA,,00:01:00,N/A,N/A,DESPACHO,2022-04-06T00:00:00.0000000,False,,,
9750,2022,4,4,FBO,GUA,ESP,,11:12:00,N/A,N/A,DESPACHO,2022-04-06T00:00:00.0000000,False,,,
9751,2022,12,4,TALLER,FRS,CUN,09:35:00,10:20:00,7302/7302,AEROMAR,TRANSITO,2022-04-06T00:00:00.0000000,False,,,
9752,2022,12,4,SEC,FRS,CUN,09:35:00,10:20:00,7302/7302,AEROMAR,TRANSITO,2022-04-06T00:00:00.0000000,False,,,
9753,2022,12,4,SAP,FRS,CUN,09:35:00,10:20:00,7302/7302,AEROMAR,TRANSITO,2022-04-06T00:00:00.0000000,False,,,
9754,2022,12,4,PXS,FRS,CUN,09:35:00,10:20:00,7302/7302,AEROMAR,TRANSITO,2022-04-06T00:00:00.0000000,False,ATR-72,,XA-UYM
9755,2022,12,4,MANTO,FRS,CUN,09:35:00,10:20:00,7302/7302,AEROMAR,TRANSITO,2022-04-06T00:00:00.0000000,False,,,
9756,2022,16,4,TALLER,FRS,FRS,15:40:00,16:25:00,7302/7303,AEROMAR,TRANSITO,2022-04-06T00:00:00.0000000,False,,,
9757,2022,16,4,SEC,FRS,FRS,15:40:00,16:25:00,7302/7303,AEROMAR,TRANSITO,2022-04-06T00:00:00.0000000,False,,,
9758,2022,16,4,SAP,FRS,FRS,15:40:00,16:25:00,7302/7303,AEROMAR,TRANSITO,2022-04-06T00:00:00.0000000,False,,,
9759,2022,16,4,PXS,FRS,FRS,15:40:00,16:25:00,7302/7303,AEROMAR,TRANSITO,2022-04-06T00:00:00.0000000,False,,,
9760,2022,16,4,MANTO,FRS,FRS,15:40:00,16:25:00,7302/7303,AEROMAR,TRANSITO,2022-04-06T00:00:00.0000000,False,,,
9761,2022,6,4,CCO,SJO,MEX,20:15:00,21:45:00,4700/700,AEROUNION,TRANSITO,2022-04-06T00:00:00.0000000,False,,,
9762,2022,6,4,CGO,SJO,MEX,20:15:00,21:45:00,4700/700,AEROUNION,TRANSITO,2022-04-06T00:00:00.0000000,False,B767-200,2,XA-EFR
9763,2022,6,4,MANTO,SJO,MEX,20:15:00,21:45:00,4700/700,AEROUNION,TRANSITO,2022-04-06T00:00:00.0000000,False,,,
9764,2022,6,4,SEC,SJO,MEX,20:15:00,21:45:00,4700/700,AEROUNION,TRANSITO,2022-04-06T00:00:00.0000000,False,,,
9765,2022,5,4,CCO,SJO,MIA,07:05:00,08:35:00,1801/1802,LAN CARGO,TRANSITO,2022-04-06T00:00:00.0000000,False,,,
9766,2022,5,4,CGO,SJO,MIA,07:05:00,08:35:00,1801/1802,LAN CARGO,TRANSITO,2022-04-06T00:00:00.0000000,False,B767-300,2,N536LA
9767,2022,5,4,MANTO,SJO,MIA,07:05:00,08:35:00,1801/1802,LAN CARGO,TRANSITO,2022-04-06T00:00:00.0000000,False,,,
9768,2022,7,4,CCO,Mex,MID,05:35:00,07:05:00,1500/500,TAMPA,TRANSITO,2022-04-07T00:00:00.0000000,False,,,
9769,2022,7,4,CGO,Mex,MID,05:35:00,07:05:00,1500/500,TAMPA,TRANSITO,2022-04-07T00:00:00.0000000,False,A300-600,No. 1 Combex,XA-UYR
9770,2022,7,4,SEC,Mex,MID,05:35:00,07:05:00,1500/500,TAMPA,TRANSITO,2022-04-07T00:00:00.0000000,False,,,
9771,2022,7,4,CCO,Mia,Mid,10:45:00,12:00:00,4069/4066,TAMPA,TRANSITO,2022-04-07T00:00:00.0000000,False,,,
9772,2022,7,4,CGO,Mia,Mid,10:45:00,12:00:00,4069/4066,TAMPA,TRANSITO,2022-04-07T00:00:00.0000000,False,B767-200,No.2 Combex,XA-LRC
9773,2022,7,4,SEC,Mia,Mid,10:45:00,12:00:00,4069/4066,TAMPA,TRANSITO,2022-04-07T00:00:00.0000000,False,,,
9774,2022,8,4,CGO,GUA,SAL,,07:30:00,8139,FEDEX,DESPACHO,2022-04-07T00:00:00.0000000,False,,,
9775,2022,9,4,CGO,GUA,SAL,,07:30:00,8139,FEDEX,DESPACHO,2022-04-07T00:00:00.0000000,False,,,
9776,2022,8,4,CGO,SAL,GUA,12:45:00,,7139,FEDEX,RECEPCION,2022-04-07T00:00:00.0000000,False,,,
9777,2022,8,4,CGO,MIA,MIA,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-07T00:00:00.0000000,False,,,
9778,2022,8,4,CGO,SLP,MTY,08:30:00,09:30:00,B737-300,INTEGRITY AVIATION SYSTEM,TRANSITO,2022-04-07T00:00:00.0000000,False,,,
9779,2022,8,4,PXS,SLP,MTY,08:30:00,09:30:00,B737-300,INTEGRITY AVIATION SYSTEM,TRANSITO,2022-04-07T00:00:00.0000000,False,,,
9780,2022,9,4,CGO,MIA,SAL,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-08T00:00:00.0000000,False,CV-5800,1,N351FL
9781,2022,16,4,CGO,MIA,SAL,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-08T00:00:00.0000000,False,,,
9782,2022,23,4,CGO,MIA,SAL,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-08T00:00:00.0000000,False,,,
9783,2022,30,4,CGO,MIA,SAL,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-08T00:00:00.0000000,False,,,
9787,2022,10,4,CCO,SJO,MIA,07:20:00,08:30:00,1803/1804,LAN CARGO,TRANSITO,2022-04-10T00:00:00.0000000,False,,,
9788,2022,10,4,CGO,SJO,MIA,07:20:00,08:30:00,1803/1804,LAN CARGO,TRANSITO,2022-04-10T00:00:00.0000000,False,B767-300,,
9789,2022,10,4,MANTO,SJO,MIA,07:20:00,08:30:00,1803/1804,LAN CARGO,TRANSITO,2022-04-10T00:00:00.0000000,False,,,
9794,2022,7,3,CCO,GUA,TGU,,17:30:00,010,UPS,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9795,2022,7,3,CGO,GUA,TGU,,17:30:00,010,UPS,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9796,2022,7,3,MANTO,GUA,TGU,,17:30:00,010,UPS,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9797,2022,7,3,TALLER,GUA,TGU,,17:30:00,010,UPS,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9798,2022,7,3,CCO,GUA,TGU,,12:40:00,030,UPS,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9799,2022,7,3,CGO,GUA,TGU,,12:40:00,030,UPS,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9800,2022,7,3,MANTO,GUA,TGU,,12:40:00,030,UPS,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9801,2022,7,3,TALLER,GUA,TGU,,12:40:00,030,UPS,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9802,2022,9,3,CGO,GUA,SAP,,16:00:00,7938,FEDEX,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9803,2022,13,3,MANTO,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9804,2022,20,3,MANTO,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9805,2022,14,3,MANTO,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9806,2022,21,3,MANTO,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9807,2022,15,3,MANTO,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9808,2022,23,3,MANTO,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9809,2022,17,3,MANTO,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9810,2022,31,3,MANTO,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9811,2022,18,3,MANTO,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9812,2022,25,3,MANTO,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9813,2022,19,3,MANTO,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9814,2022,2,4,MANTO,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9815,2022,13,3,PXS,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9816,2022,20,3,PXS,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9817,2022,14,3,PXS,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9818,2022,21,3,PXS,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9819,2022,15,3,PXS,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9820,2022,23,3,PXS,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9821,2022,17,3,PXS,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9822,2022,31,3,PXS,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9823,2022,18,3,PXS,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9824,2022,25,3,PXS,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9825,2022,19,3,PXS,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9826,2022,2,4,PXS,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9827,2022,13,3,TALLER,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9828,2022,20,3,TALLER,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9829,2022,14,3,TALLER,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9830,2022,21,3,TALLER,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9831,2022,15,3,TALLER,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9832,2022,23,3,TALLER,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9833,2022,17,3,TALLER,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9834,2022,31,3,TALLER,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9835,2022,18,3,TALLER,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9836,2022,25,3,TALLER,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9837,2022,19,3,TALLER,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9838,2022,2,4,TALLER,GUA,MIA,,07:08:00,850,AMERICAN,DESPACHO,2022-04-12T00:00:00.0000000,False,,,
9839,2022,20,3,CGO,MIA,SAP,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9840,2022,7,3,CGO,MIA,SAP,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9841,2022,14,3,CGO,MIA,SAP,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9842,2022,21,3,CGO,MIA,SAP,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9843,2022,29,3,CGO,MIA,SAP,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9844,2022,9,3,CGO,MIA,SAP,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9845,2022,16,3,CGO,MIA,SAP,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9846,2022,10,3,CGO,MIA,SAP,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9847,2022,12,3,CGO,MIA,SAP,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9848,2022,19,3,CGO,MIA,SAP,11:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9849,2022,21,3,CGO,HMO,MEX,09:00:00,10:00:00,3500/7150,INTEGRITY AVIATION SYSTEM,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9850,2022,23,3,CGO,HMO,MEX,09:00:00,10:00:00,3500/7150,INTEGRITY AVIATION SYSTEM,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9851,2022,10,3,CGO,HMO,MEX,09:00:00,10:00:00,3500/7150,INTEGRITY AVIATION SYSTEM,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9852,2022,18,3,CGO,HMO,MEX,09:00:00,10:00:00,3500/7150,INTEGRITY AVIATION SYSTEM,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9853,2022,7,3,CGO,HMO,HMO,09:00:00,10:00:00,3500/3250,INTEGRITY AVIATION SYSTEM,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9854,2022,7,3,PXS,HMO,HMO,09:00:00,10:00:00,3500/3250,INTEGRITY AVIATION SYSTEM,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9855,2022,20,3,CCO,SJO,MIA,07:00:00,08:10:00,1803/1804,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9856,2022,23,3,CCO,SJO,MIA,07:00:00,08:10:00,1803/1804,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9857,2022,18,3,CCO,SJO,MIA,07:00:00,08:10:00,1803/1804,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9858,2022,20,3,CGO,SJO,MIA,07:00:00,08:10:00,1803/1804,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9859,2022,23,3,CGO,SJO,MIA,07:00:00,08:10:00,1803/1804,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9860,2022,18,3,CGO,SJO,MIA,07:00:00,08:10:00,1803/1804,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9861,2022,20,3,MANTO,SJO,MIA,07:00:00,08:10:00,1803/1804,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9862,2022,23,3,MANTO,SJO,MIA,07:00:00,08:10:00,1803/1804,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9863,2022,18,3,MANTO,SJO,MIA,07:00:00,08:10:00,1803/1804,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9864,2022,16,3,CCO,MIA,SJO,07:00:00,08:10:00,1803/1803,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9865,2022,13,4,CCO,MIA,SJO,07:00:00,08:10:00,1803/1803,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9866,2022,16,3,CGO,MIA,SJO,07:00:00,08:10:00,1803/1803,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9867,2022,13,4,CGO,MIA,SJO,07:00:00,08:10:00,1803/1803,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,B767-300,,N542LA
9868,2022,16,3,MANTO,MIA,SJO,07:00:00,08:10:00,1803/1803,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9869,2022,13,4,MANTO,MIA,SJO,07:00:00,08:10:00,1803/1803,LAN CARGO,TRANSITO,2022-04-12T00:00:00.0000000,False,,,
9870,2022,13,4,CCO,MIA,MIA,08:45:00,10:15:00,4169/4166,TAMPA,TRANSITO,2022-04-13T00:00:00.0000000,False,,,
9871,2022,13,4,CGO,MIA,MIA,08:45:00,10:15:00,4169/4166,TAMPA,TRANSITO,2022-04-13T00:00:00.0000000,False,,,
9872,2022,13,4,SEC,MIA,MIA,08:45:00,10:15:00,4169/4166,TAMPA,TRANSITO,2022-04-13T00:00:00.0000000,False,,,
9873,2022,13,4,CGO,MIA,GUA,09:25:00,10:35:00,5455/5457,DHL,TRANSITO,2022-04-13T00:00:00.0000000,False,,,
9874,2022,13,4,PXS,MIA,GUA,09:25:00,10:35:00,5455/5457,DHL,TRANSITO,2022-04-13T00:00:00.0000000,False,,,
9875,2022,13,4,TALLER,MIA,GUA,09:25:00,10:35:00,5455/5457,DHL,TRANSITO,2022-04-13T00:00:00.0000000,False,,,
9876,2022,13,4,CGO,GUA,SAP,00:00:00,00:01:00,7338,FEDEX,TRANSITO,2022-04-13T00:00:00.0000000,False,,,
9877,2022,14,4,CCO,MEX,MID,05:35:00,07:05:00,500/500,TAMPA,TRANSITO,2022-04-14T00:00:00.0000000,False,,,
9878,2022,14,4,CGO,MEX,MID,05:35:00,07:05:00,500/500,TAMPA,TRANSITO,2022-04-14T00:00:00.0000000,False,A300-600,,XA-UYR
9879,2022,14,4,SEC,MEX,MID,05:35:00,07:05:00,500/500,TAMPA,TRANSITO,2022-04-14T00:00:00.0000000,False,,,
9880,2022,16,4,TALLER,GUA,FRS,,14:30:00,7303,AEROMAR,DESPACHO,2022-04-16T00:00:00.0000000,False,,,
9881,2022,16,4,SEC,GUA,FRS,,14:30:00,7303,AEROMAR,DESPACHO,2022-04-16T00:00:00.0000000,False,,,
9882,2022,16,4,SAP,GUA,FRS,,14:30:00,7303,AEROMAR,DESPACHO,2022-04-16T00:00:00.0000000,False,,,
9883,2022,16,4,PXS,GUA,FRS,,14:30:00,7303,AEROMAR,DESPACHO,2022-04-16T00:00:00.0000000,False,,,
9884,2022,16,4,MANTO,GUA,FRS,,14:30:00,7303,AEROMAR,DESPACHO,2022-04-16T00:00:00.0000000,False,,,
9885,2022,16,4,TALLER,FRS,GUA,17:35:00,,7303,AEROMAR,RECEPCION,2022-04-16T00:00:00.0000000,False,,,
9886,2022,16,4,SEC,FRS,GUA,17:35:00,,7303,AEROMAR,RECEPCION,2022-04-16T00:00:00.0000000,False,,,
9887,2022,16,4,SAP,FRS,GUA,17:35:00,,7303,AEROMAR,RECEPCION,2022-04-16T00:00:00.0000000,False,,,
9888,2022,16,4,PXS,FRS,GUA,17:35:00,,7303,AEROMAR,RECEPCION,2022-04-16T00:00:00.0000000,False,,,
9889,2022,16,4,MANTO,FRS,GUA,17:35:00,,7303,AEROMAR,RECEPCION,2022-04-16T00:00:00.0000000,False,,,
9890,2022,16,4,TALLER,GUA,FRS,,14:30:00,7302,AEROMAR,DESPACHO,2022-04-16T00:00:00.0000000,False,,,
9891,2022,16,4,SEC,GUA,FRS,,14:30:00,7302,AEROMAR,DESPACHO,2022-04-16T00:00:00.0000000,False,,,
9892,2022,16,4,SAP,GUA,FRS,,14:30:00,7302,AEROMAR,DESPACHO,2022-04-16T00:00:00.0000000,False,,,
9893,2022,16,4,PXS,GUA,FRS,,14:30:00,7302,AEROMAR,DESPACHO,2022-04-16T00:00:00.0000000,False,,,
9894,2022,16,4,MANTO,GUA,FRS,,14:30:00,7302,AEROMAR,DESPACHO,2022-04-16T00:00:00.0000000,False,,,
9895,2022,17,4,CCO,SJO,GUA,10:00:00,11:30:00,4701/700,AEROUNION,TRANSITO,2022-04-17T00:00:00.0000000,False,,,
9896,2022,17,4,CGO,SJO,GUA,10:00:00,11:30:00,4701/700,AEROUNION,TRANSITO,2022-04-17T00:00:00.0000000,False,B767-200,,XA-EFR
9897,2022,17,4,MANTO,SJO,GUA,10:00:00,11:30:00,4701/700,AEROUNION,TRANSITO,2022-04-17T00:00:00.0000000,False,,,
9898,2022,17,4,SEC,SJO,GUA,10:00:00,11:30:00,4701/700,AEROUNION,TRANSITO,2022-04-17T00:00:00.0000000,False,,,
9899,2022,17,4,CCO,SJO,GUA,10:00:00,11:10:00,1803/1804,LAN CARGO,TRANSITO,2022-04-17T00:00:00.0000000,False,,,
9900,2022,17,4,CGO,SJO,GUA,10:00:00,11:10:00,1803/1804,LAN CARGO,TRANSITO,2022-04-17T00:00:00.0000000,False,B767-300,,
9901,2022,17,4,MANTO,SJO,GUA,10:00:00,11:10:00,1803/1804,LAN CARGO,TRANSITO,2022-04-17T00:00:00.0000000,False,,,
9902,2022,17,4,CCO,SJO,MIA,10:00:00,13:45:00,1803/1804,LAN CARGO,TRANSITO,2022-04-17T00:00:00.0000000,False,,,
9903,2022,17,4,CGO,SJO,MIA,10:00:00,13:45:00,1803/1804,LAN CARGO,TRANSITO,2022-04-17T00:00:00.0000000,False,,,
9904,2022,17,4,MANTO,SJO,MIA,10:00:00,13:45:00,1803/1804,LAN CARGO,TRANSITO,2022-04-17T00:00:00.0000000,False,,,
9905,2022,18,4,CGO,PTY,GUA,04:30:00,06:00:00,5212/5212,DHL,TRANSITO,2022-04-18T00:00:00.0000000,False,B757-200,,HP-1810
9906,2022,18,4,PXS,PTY,GUA,04:30:00,06:00:00,5212/5212,DHL,TRANSITO,2022-04-18T00:00:00.0000000,False,,,
9907,2022,18,4,TALLER,PTY,GUA,04:30:00,06:00:00,5212/5212,DHL,TRANSITO,2022-04-18T00:00:00.0000000,False,,,
9908,2022,18,4,CCO,MIA,GUA,16:25:00,17:55:00,4069/700,TAMPA,TRANSITO,2022-04-18T00:00:00.0000000,False,,,
9909,2022,18,4,CGO,MIA,GUA,16:25:00,17:55:00,4069/700,TAMPA,TRANSITO,2022-04-18T00:00:00.0000000,False,A300-600,,XA-GGL
9910,2022,18,4,SEC,MIA,GUA,16:25:00,17:55:00,4069/700,TAMPA,TRANSITO,2022-04-18T00:00:00.0000000,False,,,
9911,2022,22,4,CGO,sjo,mia,06:40:00,08:00:00,1803/1804,LAN CARGO,TRANSITO,2022-04-22T00:00:00.0000000,False,B767-300,,N538LA
9912,2022,22,4,CCO,sjo,mia,06:40:00,08:00:00,1803/1804,LAN CARGO,TRANSITO,2022-04-22T00:00:00.0000000,False,,,
9913,2022,22,4,MANTO,sjo,mia,06:40:00,08:00:00,1803/1804,LAN CARGO,TRANSITO,2022-04-22T00:00:00.0000000,False,,,
9914,2022,23,4,CGO,MIA,Mia,23:57:00,01:52:00,362/363,UPS,TRANSITO,2022-04-24T00:00:00.0000000,False,B757-200,,N470UP
9915,2022,23,4,CCO,MIA,Mia,23:57:00,01:52:00,362/363,UPS,TRANSITO,2022-04-24T00:00:00.0000000,False,,,
9916,2022,23,4,TALLER,MIA,Mia,23:57:00,01:52:00,362/363,UPS,TRANSITO,2022-04-24T00:00:00.0000000,False,,,
9917,2022,23,4,MANTO,MIA,Mia,23:57:00,01:52:00,362/363,UPS,TRANSITO,2022-04-24T00:00:00.0000000,False,,,
9921,2022,24,4,CGO,GUA,PTY,,20:40:00,5215,DHL,DESPACHO,2022-04-25T00:00:00.0000000,False,B757-200,,HP-1910
9922,2022,24,4,TALLER,GUA,PTY,,20:40:00,5215,DHL,DESPACHO,2022-04-25T00:00:00.0000000,False,,,
9923,2022,24,4,PXS,GUA,PTY,,20:40:00,5215,DHL,DESPACHO,2022-04-25T00:00:00.0000000,False,,,
9924,2022,25,4,MANTO,SAL,MIA,01:28:00,03:09:00,352/353,UPS,TRANSITO,2022-04-25T00:00:00.0000000,False,,,
9925,2022,25,4,CCO,SAL,MIA,01:28:00,03:09:00,352/353,UPS,TRANSITO,2022-04-25T00:00:00.0000000,False,,,
9926,2022,25,4,CGO,SAL,MIA,01:28:00,03:09:00,352/353,UPS,TRANSITO,2022-04-25T00:00:00.0000000,False,B767-300,,
9927,2022,25,4,TALLER,SAL,MIA,01:28:00,03:09:00,352/353,UPS,TRANSITO,2022-04-25T00:00:00.0000000,False,,,
9928,2022,25,4,CCO,GUA,MTY,,15:46:00,0302,UPS,DESPACHO,2022-04-25T00:00:00.0000000,False,,,
9929,2022,25,4,CGO,GUA,MTY,,15:46:00,0302,UPS,DESPACHO,2022-04-25T00:00:00.0000000,False,B757-200,,N470UP
9930,2022,25,4,MANTO,GUA,MTY,,15:46:00,0302,UPS,DESPACHO,2022-04-25T00:00:00.0000000,False,,,
9931,2022,25,4,TALLER,GUA,MTY,,15:46:00,0302,UPS,DESPACHO,2022-04-25T00:00:00.0000000,False,,,
9932,2022,9,5,CGO,MIA,SAP,12:30:00,14:30:00,8138/7138,FEDEX,TRANSITO,2022-04-26T00:00:00.0000000,False,,,
